store_id,lat,lon,state,geo_tier,N_ZIPCODES,TOTAL_POPULATION,avg_weekly_revenue,total_revenue,revenue_per_capita,population_density,area_sq_mi,quality_not_price_disagree,price_not_brands_disagree,compare_prices_disagree,buy_american_agree,mail_order_1_49,mail_order_50_99,mail_phone_1_49,mail_phone_500_plus,reads_sunday_newspaper,reads_classifieds,commute_1_2_hrs,work_from_home,public_transit
305,27.80252781,-82.7097415,FL,URBAN,16,379194,9028.799819095477,17967311.64,23.810502853672467,4144.3,7.95,1672,1528,3369,11364,736,1368,842,941,758,1378,4629,1810,193
306,37.11178911,-84.64929356,KY,RURAL,10,67098,6213.596120818772,12445833.03,92.60478882856079,87.1,205.89,1093,844,1680,6040,451,739,529,361,372,769,2425,134,0
307,39.16775173,-76.59009267,MD,URBAN,15,447102,8020.360359460809,16064781.8,17.93854726541328,4738.1,12.08,2915,2642,4442,15260,1042,2220,1179,1689,1266,1807,7568,1217,897
308,40.144694,-75.39861782,PA,SUBRURAL,11,266093,5578.767515,11157535.03,20.965480170466716,1876.3,23.56,1853,1799,3200,12359,721,1335,929,1504,1147,1426,5519,2182,552
309,34.65387888,-92.406827,AR,SUBRURAL,8,161528,3706.472741370685,7409239.01,22.946317303320075,1846.1,17.38,2043,1652,2560,7340,807,1377,666,850,749,1103,3671,444,147
310,39.56291869,-86.48772431,IN,SUBRURAL,13,164606,6695.9223215177235,13411932.41,40.67848268907405,315.9,77.4,1228,1012,2057,8278,642,875,642,607,521,1056,3194,685,38
311,32.49112989,-94.309915,TX,SUBRURAL,10,70752,3812.2577042606517,7605454.12,53.881977954837346,132.0,128.05,1112,906,1570,4609,492,655,420,385,408,645,1877,322,0
312,31.66408538,-94.64784662,TX,RURAL,14,72144,4317.232315369261,8651733.56,59.84187618331755,64.2,240.4,991,728,1385,4414,348,535,306,352,338,606,2209,129,0
313,36.69340108,-80.01014431,VA,RURAL,14,79960,4678.5385514485515,9366434.18,58.510987386800295,192.6,158.96,1978,1643,3041,10537,770,1112,812,685,778,1609,4147,607,72
314,31.46808187,-83.51988567,GA,SUBRURAL,16,95932,4487.299965017492,8979087.23,46.77584085620535,242.7,116.37,1814,1452,2685,8144,703,1123,634,687,595,1120,3621,151,37
315,33.0382566,-96.9914811,TX,URBAN,10,420052,5899.2118281718285,11810222.08,14.044003666621819,5689.0,12.46,3521,3182,5645,15942,1205,2841,1471,1976,1349,1882,8858,2826,183
316,30.19711481,-92.11164419,LA,SUBRURAL,16,326644,5810.265335,11620530.67,17.787760788503693,2400.0,11.07,1140,1058,2008,7471,480,798,528,807,654,851,3733,920,47
317,26.615339,-81.7734595,FL,SUBRURAL,20,475493,7500.50438657987,14978507.26,15.77416362928554,1675.7,7.82,602,552,1007,4118,291,351,239,449,271,523,2014,276,0
318,36.27455385,-82.35166792,TN,SUBRURAL,13,207209,5987.009665334665,11985993.35,28.893579262168466,786.8,47.24,2246,1708,3597,11843,971,1482,974,892,778,1563,5588,891,171
319,33.27200415,-86.80104346,AL,URBAN,13,294866,5595.709156265601,11208205.44,18.977125732589045,1557.0,23.45,1457,1401,2335,9520,475,1279,752,1389,780,1055,4171,1701,0
320,38.98451442,-77.378338,VA,SUBRURAL,12,437630,4805.387762237762,9620386.3,10.980480685139872,5504.7,7.71,1704,1822,2757,9262,557,1329,898,1265,926,926,5010,1501,430
321,39.16114688,-78.25751081,VA,SUBURBAN,26,221355,6927.524276447106,13882758.65,31.295991852215245,2998.7,9.94,1694,1452,2414,7840,653,1115,642,827,751,1005,4031,1446,117
322,39.36827175,-76.46546438,MD,URBAN,8,235213,7947.163887225549,15926116.43,33.78709462157938,2810.0,11.52,1537,1354,2330,8343,569,987,742,994,701,862,4663,651,636
323,39.40782227,-76.57200255,MD,URBAN,11,290608,6465.516164658634,12879308.2,22.248238743113177,2735.0,8.87,1158,1146,1901,6685,460,775,564,876,823,732,3725,888,628
324,33.16040838,-84.26454254,GA,SUBRURAL,15,216382,6446.573823088456,12899594.22,29.792560486031448,352.2,109.98,2592,2031,3557,12037,922,1525,949,854,821,1716,4761,607,3
325,41.08908316,-81.48024253,OH,SUBRURAL,19,306847,8990.455623752496,18016873.07,29.29947375647308,4516.3,6.52,1593,1412,3216,9514,682,1412,789,830,619,1140,4281,692,42
326,35.014305,-89.76484129,TN,SUBRURAL,21,549875,6870.645145145145,13727549.0,12.494921837045046,2105.6,19.41,1805,1568,2987,10125,750,1257,832,1273,736,1007,5224,1014,0
327,35.20776487,-89.7350166,TN,SUBRURAL,15,385581,7493.953683683684,14972919.46,19.43548484931489,1710.4,12.95,1011,824,1610,5596,364,689,370,660,450,546,2556,465,0
328,30.52213736,-90.89886382,LA,SUBRURAL,11,177478,5573.998507014027,11125701.02,31.406701151771077,636.0,93.62,2735,2238,4517,16698,1324,2104,1314,1491,941,1723,7313,1133,0
329,35.290969,-85.19325633,TN,URBAN,15,211452,6406.853534697953,12832927.63,30.29932814396626,1006.9,44.46,2095,1830,3521,14439,910,1388,1000,1237,1047,1756,5957,1484,41
330,30.12967267,-90.88603317,LA,SUBRURAL,19,167256,4851.323655483225,9688093.34,29.00537891306276,990.4,48.84,2290,1815,3601,14511,1095,1702,1043,1211,744,1412,6314,1187,5
331,30.47724748,-91.25279176,LA,SUBRURAL,25,326062,4385.638110944527,8775661.86,13.450319604690296,1560.1,27.32,1858,1604,2842,10839,724,1270,812,1319,844,1175,5781,861,96
332,40.12373661,-83.18318094,OH,SUBRURAL,18,538200,6541.577899201597,13109322.11,12.154548307695276,2715.3,16.46,1787,1630,2669,10405,670,1323,884,1407,809,1040,5701,3112,118
333,42.06158183,-78.3524616,NY,RURAL,42,106810,6928.802396405392,13878391.2,64.87035292955147,278.0,63.48,1077,892,1704,5563,450,619,473,469,445,835,2579,307,136
334,43.18180583,-77.46981167,NY,SUBRURAL,6,151490,5598.385813373254,11219165.17,36.95548097810584,1269.1,42.87,2558,2188,4199,16404,889,1658,1110,1563,1327,1942,6993,1811,67
335,39.9029483,-75.34254493,PA,SUBRURAL,30,516219,7454.673449825262,14931710.92,14.440912577462786,1551.3,25.67,1695,1769,3152,11187,651,1132,886,1477,1496,1200,5235,2260,1378
336,41.27238976,-76.85816624,PA,SUBRURAL,18,119422,5619.41031547321,11221962.4,47.055067872529435,101.9,121.37,595,430,966,3917,291,435,301,282,219,505,1489,141,2
337,41.48800911,-87.34916359,IN,SUBRURAL,27,537801,5891.614461077845,11806795.38,10.955008378708564,1326.7,30.02,2288,1827,3895,11200,1036,1557,1019,1028,946,1441,5265,427,446
338,33.09990695,-87.58036074,AL,SUBURBAN,21,203886,6489.307727272728,12991594.07,31.828118297836674,818.7,55.45,2537,2091,3638,12512,919,1767,972,1257,869,1572,6164,925,301
339,32.70791621,-97.41372571,TX,SUBRURAL,14,489563,7441.819316367266,14913405.91,15.200943119409077,4132.7,12.62,2992,2550,4367,13570,1085,1964,1124,1337,1273,1912,6796,1347,313
340,34.80598471,-77.41085014,NC,SUBURBAN,7,154320,6820.857628814408,13634894.4,44.199440311135355,310.8,183.08,2842,2325,4271,14279,1283,1762,1318,1380,1067,1640,8581,1492,235
341,34.87537575,-92.08493525,AR,SUBRURAL,12,217213,5372.826348174087,10740279.87,24.7352890857089,249.5,55.0,962,716,1310,3987,359,523,297,348,306,616,1650,197,45
342,34.6387855,-79.1216386,NC,RURAL,11,109563,5608.557553669495,11233940.78,51.190251760808806,164.2,201.35,2138,1683,3099,10044,1105,1346,953,742,711,1287,4056,348,44
343,30.45275423,-89.07319292,MS,SUBURBAN,13,258523,6531.87418,13063748.36,25.26612401991312,2153.5,8.36,902,814,1546,5318,430,694,487,463,406,693,2521,250,7
344,26.70455756,-80.12711988,FL,SUBRURAL,16,594210,6452.449500998005,12930708.8,10.858870602982119,5179.4,6.52,2416,1653,3198,7633,877,1580,872,894,880,942,4291,775,239
345,43.49134042,-73.69036171,NY,SUBURBAN,32,150195,5573.5091299999995,11147018.26,37.10848650088219,488.6,56.27,1276,1133,2207,8915,601,942,683,948,769,970,3624,648,107
346,43.01789833,-82.57956533,MI,SUBURBAN,9,91599,4247.714872308463,8482686.6,46.372939358600675,1743.4,22.52,2364,1928,3656,11715,929,1439,1016,885,1076,1718,5117,500,324
347,34.09663333,-97.170795,OK,RURAL,4,45926,4881.575334665335,9772913.82,106.29219471901177,107.1,342.2,1960,1635,3156,11502,839,1281,866,919,869,1519,4828,272,68
348,41.94500205,-70.78082716,MA,SUBRURAL,28,273958,6260.905643712575,12546854.91,22.8535236923637,623.0,100.67,2723,2728,4758,17943,1038,2042,1336,2146,1815,2005,7678,2498,998
349,35.5841875,-97.65433736,OK,URBAN,14,284537,6169.838857285429,12364357.07,21.683784032605352,4035.1,7.26,1380,1211,2194,8239,500,858,608,918,759,884,3846,783,0
350,35.4469327,-97.33089761,OK,SUBRURAL,23,261139,6518.220807017544,13003850.51,24.960732816689745,3042.2,10.83,1703,1546,2824,9586,805,1199,928,751,780,1347,4534,808,70
351,40.82066355,-81.943489,OH,SUBRURAL,22,135260,6057.158088822355,12138544.81,44.781591666585506,285.4,156.98,2339,1847,3858,14475,1114,1615,1209,1122,1054,1895,6391,737,13
352,42.25012342,-71.78427692,MA,SUBRURAL,12,235760,6435.816838161839,12884505.31,27.298171183244992,6316.1,6.55,2480,2198,3451,10613,824,1566,825,1308,1251,1378,6057,1242,383
353,29.509034,-90.61286455,LA,RURAL,11,117224,4012.1618241206033,7984202.03,34.22645383300863,291.1,84.91,1295,1254,2131,7884,832,847,723,515,539,786,2791,307,15
354,35.46171025,-79.19699075,NC,SUBURBAN,12,137279,6590.277229156265,13200325.29,48.00644839455609,340.1,107.17,1816,1579,2946,11078,1150,1367,1009,1016,699,1033,4190,573,37
355,27.97667867,-80.62819167,FL,URBAN,6,132383,6057.441178821179,12126997.24,45.756941441281576,1828.9,23.72,2269,1739,4074,14862,977,1793,1030,1165,788,1725,5778,791,145
357,33.40122282,-82.13566845,GA,SUBRURAL,11,308661,7570.3933116232465,15110505.05,24.526562512346057,1872.0,25.78,2661,2252,4215,13664,994,1914,1116,1333,987,1782,6749,528,313
358,36.07166327,-95.94417715,OK,SUBRURAL,33,695971,6019.270694652674,12044560.66,8.64873779892075,3572.0,13.93,2305,2156,3644,13449,843,1677,1035,1574,1046,1628,6787,1518,124
359,33.82433414,-84.28793248,GA,SUBRURAL,21,610573,4167.280773453093,8351230.67,6.825196616052615,3489.4,7.27,1284,1093,1909,6100,416,894,570,740,779,680,3182,1579,753
360,31.50205804,-97.16290211,TX,SUBURBAN,28,285722,7364.160694305695,14743049.71,25.77386653567347,2602.4,9.58,1362,1226,2338,7370,543,918,584,793,623,947,3508,411,56
361,34.863326,-82.64456791,SC,SUBRURAL,12,198792,6227.881342985522,12474446.33,31.328631650094177,378.5,85.96,2078,1333,3030,11263,946,1536,943,759,562,1375,4166,554,9
362,32.20964063,-89.92826688,MS,SUBRURAL,8,126128,5158.387592407593,10327091.96,40.89803685468407,179.3,221.74,1956,1520,2835,11697,718,1444,814,1149,661,1316,5054,500,15
363,32.36560371,-90.24029318,MS,SUBRURAL,17,307231,4343.65634,8687312.68,14.13807962087159,1878.3,13.26,1111,1064,1815,6710,390,752,505,826,722,769,3223,577,55
364,34.32116787,-88.73076216,MS,RURAL,33,219594,6401.015927036481,12808432.87,29.149320687434454,212.2,80.91,1035,781,1541,5224,412,676,399,465,321,645,2263,241,0
365,41.53931479,-83.69565495,OH,SUBRURAL,19,217721,7199.41854218672,14420435.34,33.06717561552041,3113.4,9.51,1663,1460,2953,9450,737,1066,767,778,678,1254,4571,522,267
366,36.90674636,-84.02338273,KY,RURAL,12,94932,6721.395272091862,13462954.73,70.80220865558361,192.5,163.56,1931,1355,3051,10884,834,1265,860,644,615,1586,4107,413,15
367,33.8705348,-98.53891973,TX,SUBURBAN,16,138484,5227.555247129306,10470793.16,37.748442037558895,2171.8,9.54,965,823,1847,6219,462,729,452,540,445,789,3265,616,43
368,32.60031738,-94.7870775,TX,SUBRURAL,16,204348,5319.007232097511,10473125.24,26.029162174807247,413.9,80.99,1723,1345,2704,10188,574,1216,798,936,855,1284,4255,667,0
369,27.76663671,-97.38701393,TX,URBAN,14,286032,7082.3154734177215,13987573.06,24.76057040267425,4458.1,8.71,2335,1828,3449,10151,813,1539,832,1003,899,1318,5689,988,207
370,30.71882467,-96.36395217,TX,URBAN,18,303273,4448.807987012987,8906513.59,14.669317700596448,6413.4,10.07,6173,2625,4763,15553,1191,1690,1506,1574,1921,2292,19865,1820,1259
371,39.41778583,-87.38853311,IN,RURAL,39,203375,5715.616205691463,11448379.26,28.103828915508114,214.2,161.68,1658,1329,2725,9764,706,1214,797,715,693,1211,4312,334,146
372,41.71803016,-86.19845847,IN,SUBRURAL,19,337755,6953.054835329342,13933921.89,20.586090021848207,1514.1,17.4,1295,1233,2386,8005,613,1080,701,598,574,1011,3777,340,132
373,28.130974,-80.647937,FL,URBAN,7,215597,6211.635184815185,12435693.64,28.811324762474364,3352.8,12.03,2223,1921,4123,13712,1090,1596,1198,1082,935,1798,6047,1367,509
374,31.42164138,-92.43933354,LA,RURAL,15,118408,6624.1062249999995,13248212.45,55.94306317985271,175.6,201.57,1870,1449,2940,11078,883,1276,859,901,673,1315,4741,326,236
375,34.804809,-84.93048825,GA,SUBRURAL,9,148629,5221.061467798302,10457786.12,35.12814772216931,402.7,132.5,4432,2355,5053,12797,1886,2625,1496,1115,1088,1449,6601,390,1
376,39.56042071,-75.88674186,MD,SUBRURAL,17,226212,6782.8601297405185,13592851.7,29.984528361627667,453.5,99.76,2111,1897,3322,12598,926,1553,1027,1364,842,1344,6056,924,350
377,32.48596325,-92.10672833,LA,SUBURBAN,14,183799,5715.847768347478,11448843.08,31.098361625185547,1619.6,13.6,1205,1094,1824,6044,439,690,453,705,647,753,2888,199,216
378,34.6185986,-98.41037413,OK,SUBURBAN,15,126941,5442.249150849151,10895382.8,42.87227255850475,733.2,63.55,2351,1917,3834,13235,1000,1513,968,1239,841,1531,6470,729,407
379,37.84619596,-80.52058139,WV,RURAL,23,37091,5294.699820000001,10589399.64,142.74890997816183,89.2,40.37,248,206,373,1387,95,133,112,68,81,188,476,27,0
380,30.89678264,-83.96979693,GA,SUBRURAL,15,95765,4815.465901803607,9611669.94,50.284194661970524,115.7,210.97,1514,1231,2196,6934,569,892,587,580,582,986,2921,382,1
381,42.23783956,-85.68481,MI,SUBRURAL,16,269312,4987.92505741388,9990813.89,18.520990737189134,2769.3,7.06,1360,891,1699,5570,402,591,448,531,540,770,4014,742,243
382,41.3328026,-80.3917217,PA,SUBRURAL,21,98558,5168.528172740888,10352561.93,52.44148798414018,528.1,30.45,826,648,1439,5525,401,554,501,436,445,717,2254,300,12
383,38.91813614,-85.81371593,IN,RURAL,14,79296,4720.592913543228,9445906.42,59.53128674262545,155.2,216.59,1864,1512,2935,10708,866,1138,820,855,706,1391,4635,227,28
384,30.58160975,-88.20574575,AL,SUBRURAL,9,178265,4396.539407927747,8762303.04,24.662942293370808,806.6,19.33,765,730,1310,5095,409,605,414,378,325,554,1942,432,8
385,37.71796313,-87.61574338,KY,SUBRURAL,8,56758,3232.696131934033,6468624.96,56.95577948366808,179.1,207.84,2118,1684,3447,11902,966,1305,900,981,825,1666,5222,634,37
386,36.83531805,-95.94731105,OK,RURAL,21,74206,4321.396318681319,8651435.43,58.235133529381976,295.9,93.38,1268,1114,2142,9110,587,852,724,713,650,1059,3751,479,1
387,26.23670367,-81.74874073,FL,SUBRURAL,15,398865,4194.0604604604605,8379732.8,10.514987427978038,1334.3,37.34,2897,2348,4345,19253,1479,1921,1408,2948,1482,2095,5387,1981,171
388,44.6663223,-73.65611152,NY,SUBURBAN,33,93292,5526.998441558442,11065050.88,59.244077107988275,294.4,108.15,1963,1550,2985,10062,912,1199,836,883,710,1229,5462,529,118
389,38.43434245,-85.93933555,IN,SUBRURAL,20,233933,4760.33007996002,9525420.49,20.34911739669059,2073.0,9.65,1283,1029,2043,6234,517,805,535,503,570,935,2698,535,71
390,34.83197608,-87.63796346,AL,SUBURBAN,15,149365,6174.218189094548,12342262.16,41.33644554677834,1171.0,28.78,1985,1503,3199,10329,882,1234,860,1072,863,1343,4976,453,0
391,39.82864144,-81.99962325,OH,SUBRURAL,16,97684,5702.513837325349,11427837.73,58.37715324234623,304.3,182.15,3448,2651,5413,17423,1447,2215,1435,1394,1376,2464,7564,758,63
392,27.200972,-80.29429664,FL,SUBURBAN,11,344550,5559.421842236645,11135521.95,16.135312268862705,1969.4,8.87,1062,1051,1898,5515,474,641,404,584,441,786,2561,700,1
393,38.16616729,-84.97897314,KY,RURAL,7,90252,5334.694955044955,10680059.3,59.10888351554487,233.8,226.04,2667,2205,4493,17028,1251,2025,1358,1427,1093,2030,7501,1753,100
394,41.88992626,-84.06472058,MI,SUBURBAN,19,100191,5159.739850224663,10334958.92,51.49903534473818,365.3,111.0,2478,1889,4014,13484,1179,1480,1046,1061,984,1965,5512,656,92
395,32.34393842,-93.82036575,LA,SUBRURAL,12,145577,5406.402639999999,10812805.28,37.137752804357824,1790.6,13.39,1301,1093,2131,7101,488,918,533,670,479,887,3375,368,20
396,39.57600342,-79.96694833,WV,SUBRURAL,36,198569,5308.237072927072,10627090.62,26.732456087944605,318.0,60.29,1073,850,1782,6220,509,699,468,481,415,782,3068,649,184
397,41.43024335,-72.09986394,CT,SUBRURAL,17,192636,4062.4838292561158,8137155.11,21.088912919994787,588.8,26.45,683,669,1152,5009,257,416,312,517,451,588,1975,418,23
398,37.02979563,-85.868052,KY,RURAL,21,87160,4897.382578710644,9799662.54,56.18841875528504,115.2,282.81,2024,1464,3124,10873,813,1289,831,758,755,1526,4342,648,19
399,32.04731329,-96.54833082,TX,RURAL,17,88563,4776.919630738523,9572946.94,53.93809639170446,222.4,135.3,2108,1379,2854,8427,794,1281,730,644,686,1204,3794,377,65
400,35.7430025,-81.622725,NC,SUBRURAL,6,64320,5960.351931818182,8916686.49,92.66716311906377,169.8,326.33,3421,2600,5298,19473,1577,2309,1594,1255,1151,2573,7395,933,118
401,35.4859615,-100.88759,TX,RURAL,7,23369,3676.438182725911,7363905.68,157.3211597726009,24.7,810.0,978,856,1692,6151,493,599,479,395,382,690,2319,123,0
402,31.07476391,-97.81450791,TX,SUBRURAL,12,298553,6254.176586826347,12533369.88,20.94829590332821,2242.0,14.07,1574,1282,2373,7602,628,1129,757,756,573,990,4157,358,61
403,29.8661782,-90.0678612,LA,SUBRURAL,10,256574,5242.551708416834,10464133.21,20.432903210835214,2798.0,14.67,2403,1938,3556,10543,940,1572,726,1165,981,1244,4571,617,147
404,32.79544018,-97.28161591,TX,URBAN,11,349917,4764.786729905142,9543867.82,13.616905523038728,2995.0,11.63,2574,1667,3312,8026,1008,1454,873,771,780,1000,4727,529,49
405,39.82029793,-84.88574837,IN,SUBURBAN,29,135393,4361.687060878243,8740820.87,32.21501156542984,378.0,119.6,2816,2177,4362,14451,1181,1621,1149,1231,1154,2077,6302,773,104
406,35.20115415,-101.8895887,TX,SUBURBAN,13,214290,6936.024705588822,13899793.51,32.36746794338897,4083.4,10.29,2028,1843,3543,12769,877,1506,974,1257,923,1532,5929,618,100
407,40.50504571,-79.939446,PA,SUBRURAL,7,97458,5852.789365317341,11711431.52,60.054478496555866,3559.7,2.01,393,336,713,2469,216,251,223,186,169,351,1122,101,133
408,35.63290472,-95.38460722,OK,RURAL,19,96673,5281.440811623246,10541755.86,54.632015264068,186.3,153.59,1518,1230,2472,9179,722,980,741,718,677,1213,3936,476,69
409,41.89534456,-73.08194076,CT,SUBRURAL,26,116391,4509.09056914628,9031708.41,38.74088691691179,97.1,34.63,118,112,224,1072,56,122,75,112,72,101,415,202,0
410,33.67284537,-96.42750587,TX,SUBURBAN,30,171492,5339.560109835247,10695138.9,31.135913685975133,306.7,82.16,1665,1200,2391,7036,687,1063,624,657,576,916,3407,567,2
411,43.28463589,-72.56273117,VT,RURAL,18,34131,4268.453524712931,8549712.41,125.06089844167856,146.9,61.33,461,429,800,3031,203,331,225,229,210,415,1229,242,59
412,36.04999067,-89.3193915,TN,RURAL,6,42829,4576.312573713144,9157201.46,106.85079207343492,143.2,184.78,1535,1192,2484,8760,710,979,718,587,586,1247,3569,341,0
413,29.01964675,-95.44782825,TX,SUBRURAL,4,77026,4357.81887675507,8380085.7,56.5759467810229,826.5,19.48,1058,693,1261,3701,401,673,336,407,313,423,2021,115,0
414,42.24733133,-73.69362392,NY,SUBRURAL,25,67061,4500.344236526946,9018689.85,67.1082184358561,186.9,93.67,1047,863,1603,5756,419,700,484,536,374,814,2360,686,155
415,42.82872627,-77.15437259,NY,SUBRURAL,25,136770,5710.723509735397,11438579.19,41.75421152106015,209.9,137.04,1540,1261,2526,9383,651,1029,708,769,648,1149,4117,924,52
416,40.27849983,-81.809755,OH,SUBRURAL,6,38966,3489.0168865567216,6981522.79,89.54003199088235,109.3,172.27,1143,837,1739,6293,491,682,499,490,457,885,2533,326,26
417,36.78833967,-89.6197764,MO,RURAL,17,68615,4759.802698650674,9524365.2,69.36971068499125,114.1,203.57,1383,1076,2069,7266,612,858,586,599,536,940,3027,334,9
418,36.75506143,-90.4848335,MO,RURAL,15,59407,5094.529191213181,10204341.97,85.75637873000119,111.5,310.34,2097,1557,3251,11099,879,1404,876,889,728,1551,4651,464,110
419,40.31036973,-78.00582238,PA,SUBRURAL,29,45066,4550.75619690155,9106063.15,100.97981176278235,85.5,205.23,783,672,1311,5212,422,495,437,373,302,669,2179,579,10
420,38.07852583,-98.08675454,KS,RURAL,25,76622,3873.0932082082086,7738440.23,50.54805680102593,127.6,191.9,1350,1197,2122,7312,567,829,609,509,525,959,3375,185,51
421,37.68451073,-97.52411527,KS,URBAN,15,194641,5967.749326347305,11959369.65,30.660289077570013,3270.1,13.5,2278,1908,3780,13182,828,1598,1005,1227,1045,1686,5648,1134,133
422,29.4186782,-98.66323287,TX,URBAN,15,609382,5359.932785571143,10698425.84,8.795686097671318,2839.2,9.32,1378,1189,2235,6497,605,1044,625,676,530,771,3384,285,412
423,29.915691,-95.59361414,TX,URBAN,7,393158,5400.416569854782,10784631.89,13.735995629886158,4583.4,8.06,1947,1554,2741,8860,653,1414,838,1084,745,1015,4716,861,339
424,39.84098558,-86.10273283,IN,URBAN,12,317731,3750.3493060409387,7511949.66,11.8035360290338,2973.9,12.26,1797,1625,2602,9746,784,1207,876,1061,1076,1293,5872,2933,83
425,42.99777123,-74.40715162,NY,SUBRURAL,13,66664,6361.4488067898155,12741981.96,95.42554912381217,201.9,58.33,661,560,1052,4141,304,403,367,277,326,572,1606,341,13
426,26.4469971,-80.12559605,FL,SUBRURAL,21,585868,5108.567020958084,10237568.31,8.719655316484403,4339.2,6.26,968,1267,3254,11335,817,1261,730,1078,706,1751,1915,919,15
427,43.27156013,-75.53086587,NY,SUBRURAL,16,73832,5237.528610694652,10480294.75,70.93846314192562,332.6,121.63,2278,1896,3695,12572,910,1470,980,1023,981,1716,5545,1219,124
428,33.6930834,-86.62962513,AL,SUBRURAL,18,218296,5055.9649750249755,10122041.88,23.161051851728736,1571.9,13.73,1089,983,1769,6101,481,787,477,616,485,742,2732,322,19
429,30.38626838,-89.8111375,LA,SUBRURAL,8,180268,5098.118959479741,10191139.8,28.28077617480496,424.3,53.64,1236,1027,2057,7107,642,909,564,579,430,768,2827,352,5
430,29.15411,-100.7539405,TX,RURAL,4,47405,3788.925436844733,7589217.65,79.92670471141722,25.9,1790.11,2860,2115,4276,11246,1101,1792,984,894,942,1220,5660,338,41
431,32.32047408,-95.38118508,TX,SUBURBAN,12,187140,7885.746133866134,15787263.76,42.13821809269068,2572.0,13.67,2020,1697,3147,10415,789,1227,825,973,888,1370,5290,679,91
432,32.91595911,-96.60743,TX,URBAN,9,390947,5177.670224775225,10365695.79,13.243918548486686,4013.4,7.77,2417,1427,2930,6690,901,1397,681,684,675,766,3818,620,356
433,37.52473,-84.78975808,KY,SUBRURAL,13,103028,5659.463140289566,11335904.67,54.931311296827715,242.5,109.28,1455,1212,2372,8925,697,979,757,654,631,1173,3836,596,43
434,41.28229889,-84.38846039,OH,RURAL,19,83458,4496.682834331337,9011352.4,53.87959014511895,128.3,218.9,1603,1182,2586,9566,772,1001,747,687,628,1409,3791,411,11
435,42.15278961,-79.32080444,NY,SUBRURAL,18,78789,5439.905346979531,10896130.41,69.04396993209116,360.8,12.33,222,216,382,1705,116,164,132,104,95,216,694,69,7
436,30.84143617,-81.71810583,GA,RURAL,6,87282,6427.007100798403,12879722.23,73.63496598151283,250.2,94.88,1036,833,1688,6577,473,810,491,601,364,672,2954,318,35
437,30.8553568,-83.28551625,GA,RURAL,22,195354,5636.42980875692,11199586.03,28.852390064994417,924.9,38.26,1858,1533,2729,9661,723,1251,685,1020,812,1260,4995,274,20
438,42.72254305,-73.7779092,NY,SUBURBAN,43,520519,8081.444917623565,16187134.17,15.525744339060754,1374.7,14.64,954,911,1566,6446,365,549,397,681,598,790,2865,651,143
439,42.14607033,-76.88521392,NY,SUBRURAL,37,148412,6583.489540688967,13186729.55,44.359550041027454,246.4,83.99,1035,884,1739,6893,451,747,540,542,506,877,2855,359,68
440,37.33030509,-76.82337223,VA,SUBRURAL,22,188805,6304.410314528207,12627733.86,33.39111948586217,587.3,86.42,2699,2186,4098,16496,1069,1538,1189,2236,1618,1765,6707,2321,325
441,40.2776441,-74.7474625,NJ,URBAN,10,162563,3879.2043734398403,7770046.36,23.8627754989748,2061.1,15.88,1374,1386,2335,8425,502,864,715,1173,1059,794,4681,2131,1067
442,38.49089856,-78.00227844,VA,SUBURBAN,18,94116,5280.09625249501,10581312.89,56.102004467837666,225.0,169.2,1572,1479,2711,10560,709,1254,756,1047,752,1157,4778,660,93
443,34.23618,-80.7593295,SC,SUBRURAL,4,74000,4726.036920380571,9437895.73,63.86536378892664,102.6,225.41,1245,945,2043,7627,578,838,636,621,491,976,2953,405,22
444,35.96530283,-84.07790225,TN,SUBRURAL,12,339548,7327.090894999999,14654181.79,21.578954654422937,1513.2,20.47,1560,1463,2620,8674,595,949,643,984,873,1023,4515,1157,92
445,27.00317593,-82.29966036,FL,SUBRURAL,15,235251,6138.530857142858,12246369.06,26.093537783656,1533.7,30.57,2170,2050,4698,19581,1372,1862,1475,2434,1307,2428,4594,2871,52
446,33.03914829,-83.25018929,GA,RURAL,9,81871,4502.257819361277,9022524.67,54.99209511745645,163.4,254.91,2866,1969,3891,13331,1054,1652,1095,962,831,1828,6260,411,93
447,40.0873571,-79.50203705,PA,SUBRURAL,24,60053,4430.383843078461,8865198.07,73.77456318715903,292.0,54.44,952,714,1517,5888,472,595,472,411,351,832,2229,352,12
448,36.7118288,-97.05803553,OK,RURAL,15,66437,3978.6945758483034,7973303.93,59.88672841712153,111.4,165.63,1132,887,1713,5546,477,634,456,414,425,825,2345,315,16
449,37.96156235,-88.98086957,IL,SUBRURAL,23,88301,4444.07797803295,8901488.19,50.32873895010192,157.6,72.57,674,522,1159,4200,329,413,334,232,255,566,1529,185,65
450,34.95985271,-80.39725057,NC,SUBRURAL,9,118085,5888.99210683974,11795651.19,49.87078889647067,416.5,132.03,2664,2117,4040,14779,1255,1919,1180,1445,917,1520,6819,1289,32
451,30.2421615,-95.1696985,TX,SUBRURAL,2,31551,5234.823175879396,10417298.12,165.91623643876252,96.4,363.7,2368,1502,3153,11635,1051,1751,985,789,553,1279,4271,737,0
452,39.24637306,-94.58817906,MO,SUBRURAL,16,316005,6927.338286713287,13868531.25,21.92160974260941,1967.4,14.24,1260,1052,1922,7093,451,840,525,849,448,721,3475,700,81
453,38.0837693,-78.9401419,VA,SUBRURAL,10,107071,6186.507931034483,12379202.37,57.77949146860011,444.2,74.08,1795,1514,2798,10275,712,1154,756,766,778,1456,4546,734,104
